acceleration_x,acceleration_y,acceleration_z,angular_rotation_x,angular_rotation_y,angular_rotation_z,label
0.01734,-1.45768,-0.013829,120.87381,-128.98381,68.231346,walking forward
-0.246259,-1.258368,0.042172,73.102654,-48.851864,45.247093,walking forward
-0.464932,-1.237601,0.182564,-25.411871,15.008208,-4.916189,walking forward
-0.253793,-0.888424,0.154909,-46.079288,62.472237,-52.033039,walking forward
0.002019,-0.786124,0.161153,-79.785614,44.267036,16.457329,walking forward
-0.15452,-0.982784,0.145205,-132.517624,27.492922,-19.044317,walking forward
-0.124815,-0.878232,-0.150575,-85.171448,94.603516,-51.430645,walking forward
0.242821,-1.341465,0.265668,-18.358677,57.476315,-33.662395,walking forward
0.160845,-0.824246,0.82171,23.687544,-42.186005,22.518957,walking forward
-0.123209,-0.517672,0.703732,-101.481903,-25.536642,26.412506,walking forward
-0.049985,-0.384337,0.209923,88.242645,-60.963123,29.17691,walking forward
-0.14771,-0.821226,0.172377,163.182388,9.63403,19.628651,walking forward
0.349207,-1.432371,0.170443,160.926071,-34.085953,40.952831,walking forward
-0.388655,-1.174581,0.075211,59.780102,-37.048336,33.275867,walking forward
-0.466675,-1.201341,0.153533,-20.454962,22.167749,-11.993963,walking forward
-0.155092,-0.866987,0.083892,-58.67873,51.446144,-36.661797,walking forward
0.068532,-0.740975,0.165745,-88.703506,47.526215,11.842512,walking forward
-0.197036,-0.961841,0.004557,-136.489532,35.254414,-28.699587,walking forward
0.355129,-1.267025,0.34483,-49.384769,39.27182,-6.067063,walking forward
0.232566,-1.041049,0.998796,23.974503,-54.934624,10.744226,walking forward
0.011712,-0.342533,0.415268,-75.981728,-30.173679,22.233004,walking forward
-0.083966,-0.425323,0.189498,86.901031,-106.294998,44.432858,walking forward
0.074599,-1.107312,0.225247,163.069931,25.449015,6.603139,walking forward
0.193137,-1.42028,0.056234,123.732849,-101.882751,63.293934,walking forward
-0.412645,-1.272722,0.090557,6.500916,19.083298,11.436505,walking forward
-0.203805,-1.030099,0.153869,-39.827816,41.685902,-55.342083,walking forward
0.028504,-0.79768,0.033474,-82.675179,90.095589,1.026814,walking forward
-0.22931,-0.9063,0.112951,-152.024368,-3.062139,-23.898872,walking forward
0.122917,-1.138241,0.125027,-47.537895,82.80838,-38.053982,walking forward
0.305068,-0.73906,0.751164,13.694082,-45.529976,16.534601,walking forward
-0.10955,-0.512341,0.515581,-83.460419,-15.081221,20.448051,walking forward
-0.146478,-0.524214,0.139276,128.880692,-74.685982,40.594467,walking forward
0.099104,-1.253586,0.351163,140.393631,48.952942,26.536282,walking forward
-0.42086,-1.220006,0.059893,62.732876,-53.1003,32.160683,walking forward
-0.396914,-1.110774,0.136498,-25.690634,10.738155,-16.283398,walking forward
-0.091893,-0.81717,0.196188,-43.507854,70.058754,-38.333187,walking forward
-0.018379,-0.733425,0.052653,-61.831169,135.253754,-24.937021,walking forward
-0.179441,-0.835103,0.111567,-83.601257,105.237831,-20.664381,walking forward
0.00632,-0.806658,0.102735,-82.746765,46.518448,14.440957,walking forward
-0.243724,-0.877509,0.166009,-149.404236,27.430676,-37.246033,walking forward
-0.024011,-0.998272,0.033868,-56.524719,101.170921,-47.155369,walking forward
0.247782,-0.827992,0.673937,-0.229739,-18.288942,9.965184,walking forward
-0.135406,-0.560795,0.645621,-93.691216,-46.269367,28.205038,walking forward
0.023867,-0.360656,0.193527,55.718163,-92.651711,37.100967,walking forward
-0.146454,-0.833223,0.143806,181.782684,-26.424755,19.665773,walking forward
0.407861,-1.43266,0.100659,144.209763,-70.338547,35.908882,walking forward
-0.367574,-1.236362,0.132625,41.275028,-5.435914,32.560459,walking forward
-0.378977,-1.115322,0.141194,-20.169924,35.083664,-32.439732,walking forward
-0.19231,-0.969458,0.184892,-56.088356,61.246162,-20.96455,walking forward
0.026619,-0.820171,0.103348,-92.540497,31.461672,1.273599,walking forward
-0.268301,-0.957604,-0.002381,-132.157364,57.018341,-30.752895,walking forward
0.299715,-1.321998,0.306196,-36.53207,61.130764,-26.471596,walking forward
-0.249758,-1.181352,1.068747,-40.940811,-45.445797,22.834869,walking forward
0.039998,-0.282751,0.231611,-1.588716,-80.350769,26.814741,walking forward
-0.156101,-0.459226,0.175032,130.737732,-39.702221,29.494205,walking forward
0.270387,-1.250533,0.245598,159.726791,11.579075,16.961977,walking forward
-0.015492,-1.367829,0.004843,110.979202,-107.429222,65.083603,walking forward
-0.459636,-1.213528,0.181212,-16.565222,41.468937,-8.157627,walking forward
-0.263019,-0.95037,0.142091,-49.411484,63.546391,-53.949932,walking forward
-0.017976,-0.828926,0.071509,-67.696426,80.000984,-4.950858,walking forward
-0.162281,-0.943122,0.042309,-146.38472,-19.272591,-11.689464,walking forward
0.165084,-1.242414,0.024761,-41.845009,94.082863,-50.57309,walking forward
-0.184719,-1.019193,1.058955,35.357395,-36.684544,30.487411,walking forward
0.057553,-0.363098,0.339433,-42.436981,-58.8494,36.504826,walking forward
-0.03289,-0.822737,0.174197,213.716995,-52.013916,31.496546,walking forward
0.425118,-1.547641,0.088655,150.485077,-40.273037,47.265816,walking forward
-0.336601,-1.260031,0.099524,-0.409704,5.250713,19.73687,walking forward
-0.23851,-0.966879,0.136191,-39.63549,46.94593,-43.761395,walking forward
-0.009283,-0.766679,0.066022,-73.556274,76.65416,2.626699,walking forward
-0.232918,-0.953756,-0.000299,-138.970337,43.87019,-31.158409,walking forward
0.249092,-1.132084,0.075975,-52.12117,93.953766,-42.880489,walking forward
0.136913,-0.853711,0.808436,30.146563,-27.325113,19.608719,walking forward
-0.107553,-1.284972,1.083988,-49.770203,-40.938679,25.481201,walking forward
-0.00681,-0.287627,0.416117,-79.118568,-55.995018,24.46381,walking forward
-0.162891,-0.4321,0.209387,120.953766,-71.922951,36.688503,walking forward
0.027631,-0.990218,0.168744,170.606796,30.803616,4.651005,walking forward
0.388238,-1.502054,0.195754,142.044785,-40.272568,66.391289,walking forward
-0.368592,-1.210411,0.155746,27.524883,-0.411879,19.553144,walking forward
-0.244149,-1.064099,0.229885,-44.294777,10.770014,-26.981813,walking forward
-0.274244,-0.918045,0.179177,-63.011406,72.284279,-52.639687,walking forward
-0.039433,-0.79294,0.074719,-69.519127,114.22744,-17.067001,walking forward
-0.030643,-0.910421,0.092369,-128.46138,43.553253,-10.439663,walking forward
0.165564,-1.145059,0.04337,-30.833055,91.391335,-43.448185,walking forward
0.227275,-0.907676,0.801358,29.349358,-39.039444,17.757078,walking forward
-0.13258,-1.22791,0.997581,-51.337635,-30.148813,27.394569,walking forward
0.04633,-0.284311,0.299219,-28.457596,-51.324615,25.240049,walking forward
-0.187761,-0.458617,0.231924,114.223816,-63.57811,32.9259,walking forward
-0.341658,-0.400481,0.188092,100.004745,-85.752014,38.863312,walking forward
0.284198,-1.276695,0.098619,154.789505,-22.730738,37.223816,walking forward
-0.360533,-1.26772,0.204619,-13.370292,21.824619,10.713327,walking forward
-0.263498,-0.87978,0.11605,-65.694878,81.940102,-48.458942,walking forward
0.056627,-0.804104,0.126862,-105.727089,21.630749,8.169219,walking forward
0.177856,-0.899004,-0.107979,-75.995895,79.298965,-45.795368,walking forward
0.290168,-0.969822,0.683554,-7.256789,-0.258752,2.758711,walking forward
-0.034612,-0.759718,0.705182,-66.745895,-2.561677,27.251202,walking forward
-0.350738,-0.524289,0.073489,134.699036,-75.339012,33.960747,walking forward
0.403844,-1.450674,0.147898,150.334702,-29.4764,29.480093,walking forward
-0.267258,-1.354427,0.024266,52.251064,-44.617886,38.846733,walking forward
-0.370517,-1.09692,0.161439,-43.360519,23.194016,-30.079836,walking forward
-0.143166,-0.829261,0.136029,-59.685146,55.278702,-27.583977,walking forward
0.077547,-0.782479,0.216294,-92.93924,19.372046,14.930678,walking forward
-0.161965,-1.015849,-0.070493,-132.158951,76.635353,-53.720245,walking forward
0.332114,-1.198254,0.315703,-48.644543,55.951061,-32.9258,walking forward
0.085655,-1.110074,1.116553,49.029873,-53.542755,24.028746,walking forward
0.007178,-0.403586,0.418093,-108.414337,-28.335217,16.677826,walking forward
-0.128041,-0.402592,0.150684,90.64843,-58.876106,37.478737,walking forward
-0.045515,-0.9991,0.199765,172.42276,16.617853,14.641499,walking forward
0.136615,-1.442572,0.120572,137.57457,-150.181137,59.63892,walking forward
-0.19556,-1.381707,0.075347,68.271278,-73.647987,49.210194,walking forward
-0.373397,-1.214906,0.173793,-13.980998,27.980309,1.369177,walking forward
-0.347108,-0.971789,0.133907,-33.154942,48.733604,-50.760288,walking forward
-0.028452,-0.834329,0.06057,-59.482136,84.857735,-2.524128,walking forward
-0.177113,-0.993903,0.104408,-147.573257,25.571375,-21.380156,walking forward
0.192309,-1.16061,0.005828,-44.686455,91.000145,-37.930172,walking forward
0.433641,-1.051946,0.762121,21.989706,-20.784409,9.261549,walking forward
-0.204308,-0.935153,1.118262,-56.671383,-35.280346,37.102291,walking forward
0.167443,-0.384074,0.185011,31.421116,-105.505592,42.8484,walking forward
-0.078202,-0.940348,0.160963,160.811325,15.610417,16.854912,walking forward
0.127596,-1.394121,0.090353,137.420731,-118.852646,76.48185,walking forward
-0.484215,-1.238498,0.157971,25.194536,-2.119878,10.718633,walking forward
-0.422855,-1.015539,0.190921,-42.115799,19.834829,-48.081409,walking forward
-0.194181,-0.782833,0.206886,-64.27607,81.655121,-49.635155,walking forward
0.013377,-0.773205,0.050212,-65.701225,98.312927,-12.777862,walking forward
-0.04185,-0.875438,0.228515,-123.788544,26.750397,-3.140799,walking forward
0.132505,-0.971426,0.023372,-54.977932,145.020874,-81.608658,walking forward
0.214916,-0.977391,0.781279,12.689152,-51.843632,20.495804,walking forward
-0.167124,-0.719701,0.74136,-116.654762,-14.30397,17.070009,walking forward
-0.107899,-0.438181,0.252319,80.994904,-83.212891,49.030628,walking forward
0.066788,-1.049306,0.167301,168.684296,11.303437,11.183642,walking forward
-0.131438,-1.320668,-0.089146,101.312798,-95.759705,68.738419,walking forward
-0.359183,-1.159575,0.14,-20.340717,6.686327,-5.657568,walking forward
-0.177524,-0.933854,0.116078,-50.380466,75.650185,-41.823673,walking forward
-0.175597,-0.950557,0.113426,-153.882523,70.874077,-18.756971,walking forward
0.268949,-1.255704,0.241792,-57.525341,76.546822,-9.1208,walking forward
-0.069154,-1.227411,1.12226,22.007763,-51.448696,21.189888,walking forward
-0.063936,-0.445593,0.611335,-96.789543,-23.490337,16.099005,walking forward
-0.059478,-0.389046,0.138185,94.83786,-111.527077,40.011723,walking forward
-0.158568,-0.8019,0.134347,158.763916,54.608265,8.75773,walking forward
0.264037,-1.459205,0.163547,150.438629,-32.450981,42.182159,walking forward
-0.313285,-1.173396,0.07649,48.573902,-29.063629,30.488325,walking forward
-0.414062,-1.129735,0.170257,-42.299995,18.009392,-22.514,walking forward
-0.178758,-0.892699,0.062623,-74.103844,92.033424,-48.831573,walking forward
0.111958,-0.806101,0.232857,-103.59166,27.286055,9.561044,walking forward
-0.121836,-0.877525,-0.104571,-86.846504,95.700348,-64.308891,walking forward
0.405801,-1.125309,0.580455,-12.07941,37.863491,-14.201138,walking forward
-0.025812,-1.152623,1.223719,7.720288,-56.354603,18.894087,walking forward
-0.079014,-0.553982,0.847689,-114.570763,-45.355919,27.739813,walking forward
0.129376,-0.329278,0.231999,27.628344,-105.061974,50.494061,walking forward
-0.339953,-0.520112,0.118041,141.449341,-39.943592,34.948795,walking forward
0.29169,-1.527385,0.232502,159.069122,-12.449385,47.031021,walking forward
-0.344488,-1.217857,0.132095,48.169769,-18.978075,40.374531,walking forward
-0.328068,-1.1018,0.118573,-34.75745,22.536604,-32.921074,walking forward
-0.095863,-0.862546,0.006297,-61.231441,122.308357,-16.497368,walking forward
-0.307712,-0.980218,0.144892,-144.065033,39.228054,-37.095886,walking forward
0.052491,-1.047297,-0.145457,-75.435799,119.305923,-64.677307,walking forward
0.237603,-1.216407,0.510822,-24.637861,21.773291,-4.032217,walking forward
0.109798,-1.308938,1.175628,25.683096,-70.928757,19.363785,walking forward
-0.181308,-0.960013,0.953818,-96.153702,-44.421368,27.697369,walking forward
-0.023486,-0.287713,0.280169,-24.61026,-76.250069,32.574287,walking forward
-0.201416,-0.435539,0.131765,120.538162,-63.428108,41.261925,walking forward
-0.132928,-0.879765,0.312195,124.797226,22.459324,4.091492,walking forward
0.321873,-1.383442,0.180541,151.116898,-62.612316,32.3647,walking forward
-0.218358,-1.220627,-0.018697,100.440613,-85.231255,61.016369,walking forward
-0.423633,-1.235065,0.156787,-14.045956,18.334505,-4.539931,walking forward
-0.169176,-0.942855,0.116284,-47.035721,81.569756,-46.026016,walking forward
0.094258,-0.791592,0.09224,-62.936298,84.364395,-8.404537,walking forward
-0.268949,-0.983594,0.101078,-143.912003,38.297497,-27.771318,walking forward
0.102072,-1.123639,-0.07331,-31.030979,109.600876,-56.6031,walking forward
0.232137,-0.883302,0.909618,36.396164,-55.683331,22.305758,walking forward
-0.186973,-0.718373,0.872457,-103.817169,-41.402611,23.709438,walking forward
-0.016445,-0.321539,0.174534,47.955658,-93.604378,36.608292,walking forward
-0.153691,-0.695448,0.108074,154.944855,-0.155048,23.414667,walking forward
0.23195,-1.914859,0.232852,155.859207,-43.693752,87.185585,walking forward
0.142788,-1.474821,0.03227,120.802956,-107.887329,69.486259,walking forward
-0.453318,-1.344007,0.113623,10.395479,-56.430489,6.277075,walking forward
-0.311888,-0.964381,0.175403,-47.106621,30.876392,-55.575596,walking forward
-0.027727,-0.802044,0.160118,-68.959274,63.509834,3.362353,walking forward
-0.249888,-0.962217,-0.022328,-143.202576,37.06765,-38.173954,walking forward
0.281828,-1.248193,0.274026,-37.397953,67.401306,-25.371508,walking forward
0.055372,-1.051225,1.129867,13.41543,-46.272804,20.784468,walking forward
-0.096414,-0.631591,0.759327,-90.700264,-29.058996,29.480598,walking forward
0.091313,-0.362063,0.109418,54.832146,-124.488777,47.085091,walking forward
-0.21477,-0.896271,0.159407,176.939682,-16.305374,24.954695,walking forward
-0.008617,-1.403215,-0.047348,123.754875,-133.469452,69.957451,walking forward
-0.522939,-1.269777,0.076474,13.943227,-18.025208,14.353707,walking forward
-0.349501,-0.959302,0.153314,-52.53994,33.176018,-56.29475,walking forward
-0.125229,-0.810715,0.078672,-64.370834,121.480957,-20.030806,walking forward
-0.059427,-0.827816,0.202838,-130.889282,2.122972,3.984655,walking forward
-0.104924,-0.908118,-0.126512,-105.100121,77.320671,-43.439133,walking forward
0.26685,-1.306083,0.279845,-34.251434,60.830376,-31.124233,walking forward
-0.074668,-0.830193,0.956639,47.740494,-54.155838,29.066597,walking forward
-0.236329,-0.985186,1.06174,-80.008446,-56.149754,29.728794,walking forward
0.032995,-0.336402,0.32604,-53.781818,-32.544682,31.376463,walking forward
-0.149808,-0.46199,0.137472,110.528725,-69.311432,28.395821,walking forward
0.288509,-1.345896,0.260254,156.41626,-1.96891,22.796539,walking forward
-0.1905,-1.181948,0.064885,83.139923,-87.73288,51.283596,walking forward
-0.296918,-1.107913,0.199392,-36.721863,32.136032,-38.839706,walking forward
-0.177924,-0.83901,0.121136,-67.507774,87.687439,-39.260361,walking forward
-0.004993,-0.802115,0.143249,-88.240349,48.108433,-0.111493,walking forward
-0.20849,-0.915507,-0.079239,-98.0299,88.54274,-48.323204,walking forward
0.321963,-1.080566,0.243923,-35.340351,57.460712,-40.478195,walking forward
0.021982,-0.924645,1.012514,22.301386,-67.969002,20.059128,walking forward
0.090794,-0.422199,0.391871,-41.959118,-9.223298,22.449091,walking forward
-0.079394,-0.513371,0.308784,98.230919,-20.477364,28.856173,walking forward
-0.190874,-1.381473,0.244394,123.516457,-122.174438,51.26963,walking forward
-0.486632,-1.282899,0.075186,-15.694227,17.197451,13.404363,walking forward
-0.486621,-1.073099,0.138646,-29.694658,32.035301,-31.299746,walking forward
-0.119488,-0.885352,0.11253,-68.535408,81.067543,-32.669216,walking forward
-0.104772,-0.879574,0.214975,-107.537071,38.564938,1.079998,walking forward
0.234189,-1.17015,0.156954,-53.12048,43.356861,-21.082376,walking forward
0.174939,-0.988213,0.997248,22.101046,-40.072853,17.793009,walking forward
-0.007464,-0.359735,0.305817,-28.516651,-44.178616,27.31325,walking forward
-0.294587,-0.515517,0.142928,137.053024,-32.438484,25.607197,walking forward
0.227044,-1.433953,0.114867,138.492172,-89.634529,55.956409,walking forward
-0.504174,-1.19614,0.12716,-14.847352,22.396942,1.275241,walking forward
-0.158931,-0.951787,0.136928,-44.522232,73.954224,-44.754299,walking forward
0.043729,-0.901124,0.180828,-100.543167,39.749287,-5.891608,walking forward
0.304252,-1.304203,0.324063,-21.293776,50.72694,-17.44519,walking forward
-0.208861,-1.246954,1.065303,-2.407831,-45.235264,36.071285,walking forward
0.036058,-0.374315,0.28067,-38.774246,-50.974155,23.402166,walking forward
-0.332288,-0.606534,0.109042,156.478088,-97.918076,35.057465,walking forward
0.317758,-1.487998,0.280234,156.994568,17.442469,30.551987,walking forward
-0.387859,-1.178044,0.16381,-0.74873,24.604315,12.465938,walking forward
-0.139086,-0.955897,0.154077,-65.382637,68.657341,-37.506855,walking forward
-0.053152,-0.86493,0.204043,-84.960587,38.065342,11.813401,walking forward
-0.065708,-0.784884,-0.190649,-59.94368,132.206482,-47.106815,walking forward
0.288415,-1.103118,0.865025,32.109493,-73.743362,16.295107,walking forward
-0.063751,-0.362355,0.374056,-70.96302,-12.359206,15.629156,walking forward
-0.175198,-0.85075,0.188543,137.999481,-8.2068,7.662144,walking forward
-0.340497,-1.171968,0.116765,77.053291,-55.321003,30.651196,walking forward
-0.386295,-1.045281,0.142987,-30.408037,41.432941,-25.582485,walking forward
-0.135332,-0.836584,0.128721,-75.20005,84.404663,-27.553083,walking forward
-0.025555,-0.864809,0.207135,-100.885849,7.445608,9.1293,walking forward
0.241779,-1.147569,0.129958,-26.704512,67.708717,-31.728582,walking forward
-0.10028,-1.142575,1.141217,-12.255733,-60.221542,27.400801,walking forward
0.098818,-0.406331,0.285471,46.036823,-69.236633,34.428131,walking forward
0.227547,-1.470211,0.203394,153.734222,-34.549358,28.034962,walking forward
-0.481139,-1.208217,0.163746,-3.658002,35.020264,-5.42425,walking forward
-0.197014,-0.840689,0.09792,-84.469696,69.753639,-29.495377,walking forward
-0.212389,-0.979523,-0.020682,-113.290756,49.507252,-25.416607,walking forward
-0.000604,-0.977302,0.974877,49.5723,-72.170273,41.306957,walking forward
0.173859,-0.448415,0.214543,-7.430894,-53.59343,29.141226,walking forward
0.001878,-1.075851,0.21144,164.334274,42.045898,16.459227,walking forward
0.033012,-1.441527,-0.084957,108.24823,-56.426327,73.821182,walking forward
-0.489161,-1.097929,0.11144,-15.781633,3.902198,-17.438417,walking forward
-0.132393,-0.908417,0.091989,-55.804569,115.392639,-28.602688,walking forward
-0.111715,-0.871598,0.173468,-134.443924,34.402554,-17.652695,walking forward
0.222671,-1.039119,-0.048358,-47.954235,76.781693,-41.88446,walking forward
-0.177213,-1.413163,1.014628,51.389946,-69.027504,32.524837,walking forward
-0.060093,-0.695937,0.132508,42.806091,-99.03231,58.192928,walking forward
-0.022493,-1.553484,0.223186,120.34687,-60.605003,80.255272,walking forward
-0.524345,-1.089057,0.047638,62.643532,-35.752914,21.702183,walking forward
-0.217008,-0.910729,0.17388,-63.295525,59.022167,-50.967804,walking forward
0.017797,-0.805456,0.106146,-85.27298,31.683151,8.847364,walking forward
-0.252963,-0.993194,-0.054807,-132.249832,28.732233,-27.603926,walking forward
0.327275,-1.081756,0.365194,-28.471857,61.131313,-26.341503,walking forward
-0.296097,-1.263929,1.121336,-45.31126,-44.881294,26.781393,walking forward
-0.011127,-0.490382,0.209527,57.864407,-112.06842,44.708687,walking forward
0.166081,-1.260399,0.22196,160.336411,22.808096,31.096804,walking forward
-0.167811,-1.310187,-0.077683,99.265648,-94.032646,72.771118,walking forward
-0.429867,-1.131147,0.128415,-30.436811,30.08066,-24.532761,walking forward
-0.080427,-0.818348,0.059513,-64.627739,91.196671,-20.151686,walking forward
-0.109338,-0.959876,0.210152,-141.375732,-14.77407,-2.091557,walking forward
0.297924,-0.670924,1.188789,-75.855743,-23.823029,45.673897,walking forward
-0.013551,-0.434561,0.288211,55.945065,-40.105968,24.19227,walking forward
0.157766,-1.17886,0.188219,154.05098,-37.618908,8.604712,walking forward
-0.467385,-1.236634,0.093129,13.729324,-35.924229,24.784552,walking forward
-0.159938,-0.913639,0.116412,-44.439663,45.997093,-37.328915,walking forward
-0.073547,-0.834534,0.194224,-72.606323,65.838646,7.963778,walking forward
0.160815,-1.174043,0.113652,-23.343903,49.150402,-29.855553,walking forward
-0.307267,-1.006577,1.039576,-58.925365,-58.264633,27.277054,walking forward
-0.018593,-0.535233,0.211947,82.301003,-113.84906,43.413101,walking forward
0.196339,-1.423917,0.143931,129.511398,-68.090797,52.098007,walking forward
-0.478084,-1.184681,0.17376,-14.036663,19.637224,-8.252402,walking forward
-0.173273,-0.903575,0.035945,-78.72966,82.034821,-31.294708,walking forward
-0.327142,-0.922369,0.109015,-146.423462,52.049141,-48.221973,walking forward
0.319001,-0.881973,0.921695,-42.789909,-20.265514,10.546695,walking forward
0.030309,-0.324706,0.357043,-52.417328,-56.837208,7.261314,walking forward
